Medicine Name,Active Ingredient,Alternatives,Pharmacology
Curam,amoxicillin,LARYNCLAVE 125/31 pd. For oral 70ml susp.; MEGACLAVOX 156MG/5ML PD. FOR SUSP. 60 ML; CLAVUCIN 600mg I.V.vial; GARDINOVA 156mg/5ml 70ml susp.; LARYNCLAVE 250/62 pd. For oral 70ml susp.; LARYNCLAVE 400/57 pd. For oral 70ml susp.; CLAVUCIN 156 mg/5 ml 60ml susp.; GARDINOVA 312mg/5ml 70ml susp.; MEGACLAVOX 1.2g vial for I.V. inj./inf.; GARDINOVA 457mg/5ml 70ml susp.; CLAVIMOX 312.5mg/5ml pd. for oral 60 ml; MAGNABIOTIC 600mg vial; CLAVIMOX 228.5mg/5ml pd. for oral 70ml susp.; CLAVOSIGMA 250mg/62.5mg susp. 60 ML; CLAVUCIN 1.2gm I.V.vial; AMOCLAWIN 228.5mg/5ml pd. for Oral 60ml susp.; E-MOXCLAV 156mg/5ml 60ml susp.; AUJED 625 MG 12 F.C. TAB.; AUGMENTIN 600MG VIAL FOR I.V.; AUGMACILLIN 228.5 mg/5ml 60ml susp.; MAGNABIOTIC 156.25mg/5ml susp. 80 ML; MAGNABIOTIC 230mg/5ml pd. For oral 80ml susp.; CLAVUCIN 375mg 10f.c.tab.; AMOCLAWIN 457mg/5ml pd. for Oral 60ml susp.; AMOXILANIC 228.5mg/5ml pd. For oral 60ml susp.; CLAVIMOX 1 GM 8 F.C. TAB.; CLAVUCIN 625mg 10f.c.tab.; ULTRAMOX 1 GM 10 F.C. TABS.; E-MOXCLAV 228.5mg DRY SUSP. 75 ML; E-MOXCLAV 642.9mg/5ML SUSP.; CLAVIMOX 457mg/5ml pd. for oral 75 ml; CURAM 156.25/5ml pd. For oral 75ml susp.; HIBIOTIC 312mg/5 ml 60ml susp.; HIBIOTIC N 228mg/5ml 60ml susp.; MAGNABIOTIC 460mg/5ml 80ml susp.; DELTACLAV 228.5mg/5ml 80ml susp.; AMOXILANIC 457mg/5ml 70ml susp.; AUGMENTIN 6.25MG/ML INFANT DROPS; CLAVIMOX 625 MG 12 F.C. TAB.; MAGNABIOTIC 1.2gm I.V.vial; DELTACLAV 625 mg 10f.c.tab.; CURAM 228.5mg/5ml pd. for Oral 75ml susp.; E-MOXCLAV 375mg 10 F.C. Tab.; CURAM 1.2g vial for I.V. inj./inf.; MAGNABIOTIC 375mg 10 tab.; AUGMACILLIN 457mg/5ml 60ml susp.; E-MOXCLAV 312 mg/5ml dry mix for oral 60ml susp.; MAGNABIOTIC 312.5mg/5ml 80ml susp.; AMOCLAWIN 1gm 7 tab.; AUGMENTIN 1.2G VIAL FOR I.V. INJ./INF.; AUGMENTIN 375 MG 10 TAB.; CLAVOSIGMA 875 mg /125 mg 10 F.C. Tabs.; E-MOXCLAV 457mg SUSP. 70 ML; MAGNABIOTIC 625mg 8 tab.; CURAM 312.5 mg/5ml pd. for oral 75ml susp.; AUGMENTIN 156 MG/5 ML 80ML SUSP.; DELTACLAV 457mg/5ml pd. For oral 80ml susp.; KLAVOX 228mg/5ml 70ml susp.; NEW-CLAV 457mg/5ml 80ml susp.; HIBIOTIC N 457mg/5ml 60ml susp.; MEGAMOX 228mg 70ml susp.; NEW-CLAV EXTRA STRENGTH 642.9mg/5ml 50ml susp.; AVEROBIOS 642.9 mg/5 ml 60ml susp.; CURAM 457mg/5ml pd. for oral 70ml susp; E-MOXCLAV 625mg 10 tab.; MAGNABIOTIC 1 GM 10 F.C. TABS.; AUGMENTIN DUO 228MG/5ML 70ML SUSP.; AUGMENTIN 312 MG/5ML 80ML SUSP.; HIBIOTIC N 600 MG 80ml susp.; KLAVOX 457mg/5ml 70ml susp.; CURAM 625mg 12 F.C.tab.; JULMENTIN 2X 1gm 15 tab.; AVEROBIOS 642.9 mg/5 ml 75ml susp.; E-MOXCLAV 1g 10 F.C. Tab.; AUGMENTIN 625MG 10 F.C. TAB.; CURAM 642.9mg/5ml pd. for oral 75ml susp.; MEGAMOX 457mg/5ml 70ml susp.; AUGMENTIN 457MG/5ML 70ML SUSP.; HIBIOTIC 375mg 20 tab.; MEGAMOX 625mg 14 F.C. TABS.; NEW-CLAV EXTRA STRENGTH 642.9mg/5ml 100ml susp.; AUGMENTIN ES-600 PD. FOR ORAL 75ML SUSP.; HIBIOTIC 625mg 16 tab.; HIBIOTIC 1000mg 16 tab.; KLAVOX 1gm 14 F.C.tab.; MEGAMOX 1gm 14 F.C. Tab.; CURAM 1 GM 12 F.C. TABS.; CLAVOSIGMA 250mg / 125mg 30 F.C. Tab.; AUGMENTIN 1GM 14 TABLETS,"Amoxicillin is an analog of ampicillin, derived from the basic penicillin nucleus, 6-aminopenicillanic acid; Clavulanic acid is produced by the fermentation of Streptomyces clavuligerus. It is a beta-lactam structurally related to the penicillins and possesses the ability to inactivate some beta-lactamases by blocking the active sites of these enzymes.; Lower Respiratory Tract Infections - caused by beta-lactamase-producing isolates of Haemophilus influenzae and Moraxella catarrhalis.; ; Acute Bacterial Otitis Media - caused by beta-lactamase-producing isolates of H. influenzae and M. catarrhalis.; ; Sinusitis - caused by beta-lactamase-producing isolates of H. influenzae and M. catarrhalis.; ; Skin and Skin Structure Infections - caused by beta-lactamase-producing isolates of Staphylococcus aureus, Escherichia coli, and Klebsiella species.; ; Urinary Tract Infections - caused by beta-lactamase-producing isolates of E. coli, Klebsiella species, and Enterobacter species."
Duotrav,timolol,TAV-DU 40mcg+5mg/ml EYE DROPS 2.5 ML; TRAVOPROSTQUEEN COMB Eye drops 2 ML; TRAVOSWIX PLUS EYE DROPS 2.5 ML; DUOTRAV eye drops.; TRAVONORM PLUS EYE DROPS 2.5 ML,"About Timolol; Nonselective Beta Adrenergic,Blocker,Ophthalmic- Antiglaucoma,antimigraine.; Mechanism of Action of Timolol; Timolol is a non selective beta blocker. It inhibits the beta receptors (?2) present in the eye such as in the ciliary body epithelium and blood vessels. This will leads to decreased aqueous production and reduced intraocular pressure. Aqueous humor production is activated by ? receptor mediated cyclic AMP phosphokinase pathway. Beta receptor blockers will decreases the intracellular cyclic AMP level and reduces intraocular pressure. Another mechanism is that Timolol decreases the ocular blood flow which decreases ultrafiltration responsible for aqueous production.; Indications for Timolol; 1. Open angle glaucoma; 2. Ocular hypertension; Typical Dosage for Timolol; Timolol 0.25, and 0.5% eye drops are used.; Instill 1 drop in to the affected eye for 1 - 2 times daily."
Secnidazole,secnidazole,EUROZOLE 500mg 4 tab.; SECNIDAZOLE 500 mg 4 tab.; FLADAZOLE 500mg 4 tab.; SECNIDA-MISR 500mg 4 tab.; SENIDAL 500mg 4 F.C.tab.; FLADAZOLE 500mg 5 sachet; AMEBAZOL 1 GM 2 F.C. TABS.; CIPAZOLE FORT 1 GM 2 Tab.; FLAGENTYL 500mg 4 F.C. tabs.; OPINIDAZOLE 1000mg 8 F.C.tab.,"About Secnidazole; A nitroimidazole derivative, Antiprotozoal.; Mechanism of Action of Secnidazole; Secnidazole is a nitro imidazole which has broad spectrum cidal activity against Protozoa and some anaerobic bacteria. Its selective toxicity to anaerobic microbes involves 1. Drug enters the cell by diffusion, 2. Nitro group of drug is reduced by redox proteins present only in anaerobic organisms to reactive nitro radical which exerts cytotoxic action by damaging DNA and other critical biomolecules. 3. DNA helix destabilization & strand breakage has been observed.; Indications for Secnidazole; 1.Amoebiasis; 2.Giardiasis; 3.Trichomonas vaginitis; 4.Bacterial vaginosis; Interactions for Secnidazole; Anticoagulants: May potentiate anticoagulant effect of warfarin- increased risk of haemorrhage.; Disulfiram: Antabuse-like effects.; Cimetidine: Half-life of secnidazole is prolonged.; Lithium: Plasma levels of lithium increased leading to toxicity."
Myofen,chlorzoxazone,PROFENAZONE 20 Caps.; MARK FAST 30 Caps.; MYOFEN 20 Caps.,"(Indications) :; This medication is a muscle relaxant, prescribed for muscle spasm and the resulting pain or discomfort. It is used in combination with physical therapy, analgesics (such as aspirin or acetaminophen), and rest.; About Chlorzoxazone; A benzoxazolone derivative, Centrally acting Muscle relaxant and mild sedative.; Mechanism of Action of Chlorzoxazone; This muscle relaxant works by blocking nerve impulses (or pain sensations) that are sent to your brain. It inhibits degranulation of mast cells, subsequently preventing the release of histamine and slow-reacting substance of anaphylaxis (SRS-A), mediators of type I allergic reactions. It may also reduce the release of inflammatory leukotrienes. Chlorzoxazone may act by inhibiting calcium influx."
Livagoal,ursodeoxycholic acid,EGYRESOLVE 250MG SOFT GELATIN 10CAPSULES; URSODOL 250mg 10Caps.; GALLDEPEDRA 300mg f.c. tabs.; EGYURSO 500mg 7 F.C.tab.; UDEXPAN 500mg 10f.c.tab.; URSOGALL 450MG SR HARD GELATIN 10CAPS.; URSODIOL 250mg 20 Caps U.S.P 34; URSOGALL 250mg/5ml 100ml susp.; URSOCHOL 250mg 20 Caps.; URSOCHOLIC 400 mg 20 Caps.; URSOCHOL 500mg 30 F.C. TABS.; BILIVER 450mg 20 Caps.; URSOTWIN 500mg 20 Caps.; URSOGALL 300mg 30 Caps.; URSOFALK 250mg 20 Caps.; LIVAGOAL 450mg 20Caps.; URSOSERNOX 500 mg 20 SCORED F.C. TABS.,"About Ursodeoxycholic Acid; Gallstone Dissolution Agent, a bile acid, Prophylaxis and treatment of gall stones, chronic hepatitis, liver transplant rejection.; Mechanism of Action of Ursodeoxycholic Acid; Ursodeoxycholic acid is a bile acid. Normally there is a balance between cholesterol and bile acids in the liver. When there is an excess in cholesterol level, cholesterols are separated out from bile and form stones. Ursodeoxycholic acid is a bile acid itself, it increase the level of bile acids within the bile. It also reduces the synthesis and release of cholesterol from liver and also reduces the absorption of cholesterol from the gut. All these reverse the imbalance and prevent the separation of cholesterol from the bile acids and the bile acids also help to dissolve gall stones.; Indications for Ursodeoxycholic Acid; 1. Primary Biliary cirrhosis; 2. Gall stone disease; 3. Chronic hepatitis; 4. Cystic fibrosis"
Hyzaar,hydrochlorothiazide,LORAZ FORTE 100/25mg 7 tab.; LOSARMEPHA-PLUS 7 tabs.; LOZAPRESS-H 50/12.5mg 7tab.; KANZAR-H 50/12.5 MG 8 F.C. TABS.; HYSARTAN 50/12.5 MG 10 tab.; LOSARTAN-COMP 50/12.5MG 14 tab.; LORAZ 50/12.5mg 14 tab.; LOSTAPRESSIN PLUS 100/25MG 10 F.C. TABS.; LOSAR PLUS 8 F.C. Tab; LOSAZIDE 50/12.5mg 20 F.C.tab.; KANZAR-H 100/25 MG 8 F.C. TABS.; MODAZAR 25/100mg 8 F.C. TABS.; REMTOZAR-D 25/100mg 10 F.C.tab.; FORTZAAR 100/25mg 8 tab.; HYZAAR 50/12.5mg 14 F.C. Tab.; AMOSAR FORTE 100/25 mg 30 F.C.tab.; HYZAAR 100/12.5 mg 14 F.C. Tabs.,"About Hydrochlorothiazide; Thiazide derivatibve, Diuretic.; Mechanism of Action of Hydrochlorothiazide; It is thiazide diuretic which exerts its action by acting at site-3(central dilating segment of early distal tubule). It binds to Na+Cl- symporter and inhibits Na+Cl- symport at the luminal membrane. It has additional carbonic anhydrase inhibitory actions in proximal tubules. It increases natriuresis, kaliuresis and diuresis. It decreases Ca2+ excretion and increases Mg2+excretion. It also has minor carbonic anhydrase inhibitory action. It also causes direct arteriolar vasodilatation and decreases total peripheral resistance. The antihypertensive actions of the drug may be attributable to depletion of sodium and subsequent reduction in plasma volume and a decrease in peripheral resistance. Decrease in peripheral resistance is due to either the loss of sodium from the arteriolar wall or a direct action on the vascular bed. It is an effective drug in edema associated with congestive he"
Fosavance,alendronic acid,OSTEONATE PLUS 4 tab.; FOSAVANCE ONCE WEEKLY 2 tab.,"**Therapeutic indications:; It is indicated for the treatment of postmenopausal osteoporosis in women at risk of vitamin D insufficiency. It reduces the risk of vertebral and hip fractures.; ; **Posology and method of administration; The recommended dose is one tablet once weekly.; Patients should be instructed that if they miss a dose of OSTEONATE PLUS they should take one tablet on the morning after they remember. They should not take two tablets on the same day but should return to taking one tablet once a week, as originally scheduled on their chosen day.; ; Due to the nature of the disease process in osteoporosis, OSTEONATE PLUS is intended for long-term use.; ; Patients should receive supplemental calcium if intake from diet is inadequate. Additional supplementation with vitamin D should be considered on an individual basis taking into account any vitamin D intake from vitamins and dietary supplements."
Probric,bambuterol,NOCTORELIEF 10mg 10 tab.; BAMBEDIL 1mg/ml 120ml syrup; PROBRIC 5mg/5ml 125ml syrup; PROBRIC 10 mg 10 tab.; TERVENTIN 20mg 10 F.C.tab.; ASTHMEC 10 mg 20 tab.; BAMBUTEROL 20 MG 10 TABS; PROBRIC 20 mg 10 tab.; ASTHMEC 20mg 20 tabs.; LELAFREE 10mg 30 tab.; BAMBEC 10mg 30tab.; BAMBEDIL 10mg 30 tab.; LELAFREE 20mg 30 tab.,"About BambuterolSLong acting beta 2-adrenoceptor agonist, anti asthmatic-bronchodilators.SSMechanism of Action of BambuterolSThis prodrug of the 2-agonist terbutaline undergoes oxidation and hydrolysis in the body and converted into terbutaline. This terbutaline is a bronchodilator, a medication that dilates the air passages in the lungs by attachment to receptors on the muscle cells lining the air passages (beta adrenergic receptors) causing the muscles to relax, and in so doing it increases the diameter of the air passages so that more air can flow in and out of the lungs during breathing. It also relaxes some other types of smooth muscles, such as the muscles of the uterus.SSIndications for BambuterolS1. Asthma. S2. Bronchitis. S3. Emphysema"
Nail 15,kerasol,NAIL 15 TOPICAL LOTION 15ML,
Prismaven,desvenlafaxine,PRISTIMOOD 50MG 20 SUST. REL. F.C. TAB.; VENLATROPE 100 MG 20 EXTENDED RELEASE TAB.; BEDREMINE 50 MG 30 EXTENDED RELEASE TAB.; PRISMAVEN 50MG 30 EXTENDED RELEASE TAB.; VENLATROPE 50 MG 30 EXTENDED RELEASE TAB.; BEDREMINE 100MG 30 EXTENDED RELEASE TAB.; PRISMAVEN 100MG 30 EXTENDED RELEASE TAB.; PRISTIQ 50MG 30 EXTENDED RELEASE TAB.,"It s a serotonin and norepinephrine reuptake inhibitor(SNRI), is indicated for the treatment of major depressive disorder (MDD)."
Treatocandivag,butoconazole,SEDALOSTATE 2% vaginal cream 5 GM; BUTOCONAZOLE 2% vaginal cream 5 GM; ELIBUTACAND 100 MG 3 VAG. OVULES; BUTOCONIL 2% vaginal 15 gram cream; TREATOCANDIVAG 2% vaginal cream 15 GM; VAGIZOLE 2% VAGINAL CREAM 15 GM+3 APPLICATORS,Indication: Vulvo-vaginal candidiasis; Use: Once daily intravaginally.
Viagra,sildenafil,VEORA 25mg 1f.c.tab.; NAPIFIT 50mg f.c. 1tab.; VIGORAMA 100mg 4 F.C.tab.; VIGOR 50mg 1f.c.tab.; ANDAGRA 100 MG 4 F.C. TABS.; ECTAGOR 50 MG 4 F.C. TABS.; ECTAGOR 100 MG 4 F.C. TABS.; PHRAGRA 25 mg 4 F.C.tab.; VETOYAGRA 50 mg 5 F.C. tabs.; SILDEN 50 MG 4 F.C. TABS.; VIGORAN 50mg 4 F.C.tab.; SILDINAX 100 MG 9 F.C. TABS.; KEMAGRA 100 MG 4 F.C. TAB.; SILDEN 100 MG 4 F.C. TABS.; ERECTON 75mg 4 F.C.tab; VETOYAGRA 100 mg 5 F.C. tabs.; ORAGAWELL 100mg 6 scored F.C. Tabs.; VIGADOL 100mg 4 F.C.tab.; VIGOREX 50mg 4 F.C.tab.; SILANIL 100mg 2 F.C.tab.; EZEQUEL 50 mg 4 F.C.tab.; SILAGRA 25 mg 10 f.c.tab.; STIMU-MAX 100mg 5 F.C.tab.; VIGORAMA 50mg 4 F.C.tab.; SILDEN 25 MG 10 F.C.TAB.; SPIKA 100mg 12 F.C. Tab.; BRILLIANT 100mg 8 F.C.tab; SILVIGO 50mg 5 F.C. tabs.; V-GONE 50mg 10 f.c.tab.; NAPIFIT 100mg 4 F.C.tab.; ORGODENAFIL 100 MG 9 F.C.tab.; VIAVAG 25mg 10 F.C. Tab.; VIAVAG 100mg 10 F.C.tab.; SILVAGRA 100mg 10 F.C.tab.; SILDAVA 100mg 12 F.C. tab.; FAROVIGA 100mg 8 F.C.tab.; VIRECTA 100mg 9 F.C. Tab.; EZEQUEL 100 mg 9 F.C.tab.; FAROVIGA 25mg 20 F.C.tab.; RESPATIO 20mg 20 F.C.tab.; VIRECTA 50mg 30 F.C. Tab.; VIAGRA 50mg 4 F.C.tab.; EREC 100 mg 12 F.C. TABS.; VIAGRA 100 mg 4 F.C.tab.; SILDINOVA 10 MG PD. FOR SUSP. 120 ML; NAPIFIT 75mg 40*2 F.C. tab.,"About Sildenafil CitrateSPhosphodiesterase-5 Enzyme Inhibitor, Anti-erectile dysfunction agent.SMechanism of Action of Sildenafil CitrateSSildenafil is a phosphodiesterase enzyme (PDE5) inhibitor. This enzyme is responsible for the degradation cyclic guanosine monophosphate (cGMP) produced in reaction to sexual stimulation. The more cGMP is available, the more durable the erection. Sildenafil inhibits the PDE5 enzyme, preserving cGMP levels, therefore aiding erection viability and durability SErection of the penis is caused by the filling of the penis with blood. Filling occurs because the blood vessels that bring blood to the penis increase in size and deliver more blood to the penis and at the same time, the blood vessels that take blood away from the penis decrease in size and remove less blood from the penis. SSexual stimulation that leads to an erection causes the production and release of nitric oxide in the corpora cavernosa of the penis."
Miconaz,miconazole,MICOBAN 2% topical powder 10 GM; ADCOZOLE 2% topical CR. 15 GM; MICONOL 2% cream 15 GM; MICONOL 2% POWDER 20 GM; DERMOZOL 2% gel 15 GM; MONICURE 200mg 6 vaginal supp.; MYCOPHARM 2% tincture 30 ML; MYKOTRAL 2% topical powder 20 GM; MICO ORAL 2% oral gel; MICOBAN 2% cream 20 GM; MICAZOLE 2gm/100gm 20g oral gel; BUCCAZOLE 2% oral gel; MICOBAN 100mg 6 vaginal supp.; MONICURE 400mg 3 vaginal supp.; MYKOTRAL 200mg 6 Vag. tabs.; MYKOTRAL TINCTURE 2% topical paint; MICONAZ 2% cream 20 GM; MYKOTRAL 400mg 3 Vag. tabs.; MICONAZ 2% powder 20 GM; PEOPODAK 1200 mg 1 vaginal Ovule; PEOPODAK 400mg 3 vag. Ovule; MICAZOLE 2gm/100gm 40g oral gel; MICONAZ 2% oral gel 20 GM; DAKTARIN 2% cream 15 GM; GYNO-MYKOTRAL 2% vaginal cream 40 GM; MICOBAN 2% topical soln. 30 ML; MICONAZ 400mg 3 VAGINAL OVULES; GYNOZOL 200mg 6 VAG. OVULES; GYNOZOL 400mg 3 VAG. OVULES; MICONAZ 2% LIQUID SPRAY 60 ML; MICONAZ 2% POWDER SPRAY 60 ML; GYNO-DAKTARIN 400mg 3 vaginal ovules; GYNO-DAKTARIN 2% vaginal cream 40 GM; GYNOZOL 2% vaginal cream 40 GM; DAKTARIN 2% oral gel 40 GM,"About Miconazole; An imidazole derivative, Broad spectrum Antifungal.; ; Mechanism of Action of Miconazole; Miconazole is fungicidal or fungistatic depending on the drug concentrations. I t inhibits the conversion of Lanosterol to 14 demethyl Lanosterol by inhibiting the cytochromeP450 enzyme 14 alpha demethylase and impair ergosterol synthesis; Indications for Miconazole; 1.Tinea versicolor; 2.Vulvovaginal candidiasis; 3.Tinea pedis; 4.Tinea corporis; 5.Tinea cruris; 6.Otomycosis; 7.Onychomycosis; 8.Oral candidiasis; 9.Intestinal candidiasis; 10.Diaper dermatitis"
Ossopan,ossein hydroxyapatite compound,OSSOPAN 800mg 20 F.C.tab.,; 
Coloverin,mebeverine,USPAVERINE 200 MR CAP.; SPASMOTALIN 100mg 20 F.C. Tabs.; COLOSPASMIN 100mg 20 tab. (CANCELLED); MEPACOLON 135mg 20 F.C.tab.; KOLOCUREJED 135mg 20 C.tab.; SPASMOTALIN FORTE 135mg 20 F.C. tabs.; COLOSPASMIN FORTE 135mg 20 sugar coated tab.; COLORELAX 135mg 20 F.C.tab.; MEPACOLON 200mg SR 20 F.C.tab.; MONOCOLONA SR 200MG 30 CAPS; MEBEFAC 200 MG SR 30 F.C. TABS.; COLOVERIN 135MG 30 TABLETS; COLOVERIN SR 200MG 30 CAPS; DUSPATALIN 135mg 50 tab.; DUSPATALIN RETARD 200mg 30 CAPS.,"About Mebeverine; Reserpine derivative, antimuscarinic, a musculotropic antispasmodic, Motility stimulant.; Mechanism of Action of Mebeverine; Mebeverine has a direct relaxant effect on smooth muscle. This will inhibits gastrointestinal propulsive motility and gastric acid secretion.; ; Indications for Mebeverine; 1.Irritable bowel syndrome; ; Typical Dosage for Mebeverine; Adult: 405 mg / day in 3- divided doses to be taken 20 minutes before meals. Dose can be gradually reduced after 1 week if sufficient response is obtained.; Children above 10 years: 405 mg / day in 3- divided doses to be taken 20 minutes before meals. Dose can be gradually reduced after 1 week if sufficient response is obtained.; Children below 10 years: contraindicated."
Bisolvon,bromhexine,SOLVIN 2 mg/ml oral drops 15 ML; BROMHEXINE 4mg/5ml 120ml syrup; MUCLEAR 4mg/5ml 120ml syrup; SOLVIN N 80mg/100ml 60ml syrup; SOLVIN 8mg 20tab.; BISOLVON 10mg/5ml ORAL OR INH. DROPS. 40 ML; BISOLVON 4mg/2ml 5 AMPOULES; BISOLVON 8mg 20 tab.; BISOLVON 4mg/5ml elixir 115 ML,About BromhexineSMucolytic (secretolytic)SSMechanism of Action of BromhexineSBromhexine hydrochloride acts as a mucokinetic and mucolytic agent. It decreases mucus viscosity by altering its structure. It depolymerises mucopolysaccharides directly as well as by liberating lysosomal enzymes and network of fibres in tenacious sputum is broken. It induces thin copious bronchial secretion.SSIndications for BromhexineS1. As Expectorant and mucolytic S2. Conditions associated with production of viscid mucous S3. Bronchitis S4. Pharyngitis S5. Laryngitis S6. Rhinitis S7. Sinusitis S8. Asthmatic bronchitis S9. Mucous bronchiectasis S10.Chronic Pneumonia.SSdoseSOral: 8mg thrice daily. SChildren (5 to 10 years): 4mg thrice daily SChildren (1 to 5 years): 4mg twice da
Gynoconazol 0.4%,terconazole,GYNOCONAZOL 0.4% vag. cream 30 GM; GYNOMONIX 0.4% vag. cream 30 GM; GYNOCONAZOL 0.8% vaginal cream 30 GM; VIATRAZO 0.8% vaginal cream 30 GM; GYNOCONAZOL 80mg 3 vag. supp.; GYNOMONIX 80 MG 3 VAG. OVULES; VIATRAZO 80mg 3 vag. supp.; TERCOMAGICTAM 0.8% vaginal cream 30 GM,"Indication For the treatment of candidiasis (a yeast-like fungal infection) of the vulva and vagina.; Mechanism of action Terconazole may exert its antifungal activity by disrupting normal fungal cell membrane permeability. Terconazole and other triazole antifungal agents inhibit cytochrome P450 14-alpha-demethylase in susceptible fungi, which leads to the accumulation of lanosterol and other methylated sterols and a decrease in ergosterol concentration. Depletion of ergosterol in the membrane disrupts the structure and function of the fungal cell leading to a decrease or inhibition of fungal growth."
Declophen,diclofenac sodium,SUPPOFEN 25mg rectal supp.; DECLOPHEN 0.1% eye drops; OPTOFLAME 0.1% eye drops; ROMALEX 25mg 5 rectal supp.; ROMAFEN 1% gel 20 GM; RHEUMAFEN ACTI-GEL 1% gel 15 GM; ROMALEX 0.1% eye drops 5 ML; SUPPOFEN 50mg 5 rectal supp.; DECLOFENAC 1% gel 20 GM; DECLOPHEN 12.5mg 5 infantile supp.; ROMALEX 100mg 5 rectal supp.; BABY RELIEF 12.5mg 5 supp.; EPIFENAC 12.5mg 5 supp.; SUPPOFEN 100mg 5 rectal supp.; SWIXDICLO 0.1% eye drops 10 ML; ANTIFLAM 1% emulgel 20 GM; BABY RELIEF 25mg 5 supp.; DECLOPHEN 25mg 5 INFANTILE supp.; EPIFENAC 25mg 5 supp.; RHEUMARENE 1% gel 20 GM; DECLOFENAC 25mg 30 tab.; ROMALEX 75mg/3ml 3 I.M. amp.; EPIFENAC 50 mg 5 supp.; VOLTAREN 12.5mg 5 supp.; RHEUMAFEN 25mg 20 enteric coated tab.; EPIFENAC 0.1% eye drops; OLFEN 1% 15g topical gel.; VOLTAREN 25mg 5 supp.; ARTICAVOL 75mg/3ml 3 amp.; DECLOPHEN 25mg 20 tab.; DICLOSP S.R. 75mg 10 F.C. Tabs.; RHEUMAFEN 50mg 20 enteric coated tab.; DECLOPHEN 100mg 5 supp.; DECLOPHEN Emulgel 1% 30 GM; EPIFENAC 100mg 5 rectal supp.; PHAROFEN 100mg 5 rectal supp.; RHEUMARENE 100 MG 6 supp.; RHEUMAFEN 75 mg SR 10 Caps.; DECLOPHEN 50 mg 20 tab.; DECLOPHEN 75mg 3 amps; DECLOFENAC 50mg 20 tab.; DOLPHIN 75mg/3ml I.M 3 ampoule; EPIFENAC 25mg 20 enteric coated tab.; RHEUMAFEN 75mg/3ml 4 AMP. For I.M. inj.; RHEUMARENE 75mg/3ml 3 amp. I.M; RHEUMAFEN 100mg S.R.caps.; RHEUMARENE 25 mg 20 E.C.tab.; DICLOFERAZ 75MG/3ML 6 AMP. I.M I.V INF.; DOLPHIN 12.5MG 10 SUPP.; EPIFENAC 50mg 20 enteric coated tab.; EPIFENAC 75mg S.R. 10 TABS.; RHEUMARENE 50mg 20 tab.; VOLTAREN 25mg 30 enteric coated tab.; DOLPHIN 3% topical gel 30 GM; DOLPHIN 25MG 10 SUPP.; DOLPHIN 5% topical gel 30 GM; PHAROFEN 75mg 4 Amp.; ZACAGLONE 75mg/3ml 3 AMP. for I.M. injection; EPIFENAC 100mg S.R. 10 CAPS.; ANUVA 50mg 10 dispersible tab.; DECLOPHEN S.R. 100mg 8 Caps.; DICLAC 75mg 5 AMP.; EPIFENAC 75mg/3ml I.M./I.V. 3 amp.; FENACLOMEX 100mg S.R. 10 TABS.; FLECTOR 50 MG 9 granules in sachets; DOLPHIN 50MG 10 SUPP.; DICLONATRIUM SR 75mg 20 F.C. tabs.; OLFEN 1% 50g topical gel.; VANTOMOR 50mg 20 dispersible tab.; VOLTAREN 50mg 20 tab.; VOLTAREN 75mg/3ml 3 amp.; OLFEN 100mg S.R. 10 depocaps.; VOLTAREN OPHTA 0.1% ophth. soln.; OLFEN 50mg 20 Lactab; OLFEN 25 mg 30 Lactabs; OLFEN 75mg/2ml 6 AMP.; VOLTAREN 100mg 10 supp.; SIGMAFENAC 75 mg S.R. 30 cap.; DICLAC 5% gel 30 GM; DICLOFERAZ 50mg 30 dispersible tab.; DICLAC 150 ID RETARD 10 tab.; DIVIDO 75mg 8*4 dual release Caps.; FLOTAC 75mg 20 Caps.; VOLTAREN SR 75mg 20 F.C.tab.; VOLTAREN 75mg/3ml 6 amp.; DICLAC 75 ID RETARD 20 tab.; ARTHROFAST 150 mg 14 M.R. Tablets; VOLTAREN SR 100mg 20 F.C.tab.; DIVIDO 75mg 30 dual release Caps.,"Description; A non-steroidal anti-inflammatory agent (NSAID) with antipyretic and analgesic actions. It is primarily available as the sodium salt.; ; Indication :; For the acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.; ; Mechanism of action The antiinflammatory effects of diclofenac are believed to be due to inhibition of both leukocyte migration and the enzyme cylooxygenase (COX-1 and COX-2), leading to the peripheral inhibition of prostaglandin synthesis. As prostaglandins sensitize pain receptors, inhibition of their synthesis is responsible for the analgesic effects of diclofenac. Antipyretic effects may be due to action on the hypothalamus, resulting in peripheral dilation, increased cutaneous blood flow, and subsequent heat dissipation."
